#VALUE!,
#REF!,#REF!
0,
59587.16737,
59736.38398,
59885.6006,
60034.81721,
60184.03382,
60333.25044,
60482.46705,
60631.68366,
60780.90027,
60930.11689,
61079.3335,
61228.55011,
61377.76672,
61526.98334,
61676.19995,
61974.63318,
62123.84979,
62273.0664,
62422.28301,
62571.49963,
62720.71624,
62869.93285,
63019.14947,
63168.36608,
63466.7993,
63616.01592,
63765.23253,
63914.44914,
64063.66575,
64212.88237,
64362.09898,
64511.31559,
64660.53221,
64958.96543,
65108.18204,
65257.39866,
65406.61527,
65555.83188,
65705.0485,
65854.26511,
66003.48172,
66152.69833,
66301.91495,
66451.13156,
66600.34817,
66749.56478,
66898.7814,
67047.99801,
67197.21462,
67346.43124,
67495.64785,
67644.86446,
67794.08107,
67943.29769,
68092.5143,
68241.73091,
68390.94753,
68540.16414,
68689.38075,
68838.59736,
68987.81398,
69137.03059,
69286.2472,
69435.46381,
69584.68043,
69733.89704,
69883.11365,
70032.33027,
70330.76349,
70479.9801,
70629.19672,
70778.41333,
70927.62994,
71076.84656,
71226.06317,
71375.27978,
71524.49639,
71673.71301,
71822.92962,
71972.14623,
72121.36285,
72270.57946,
72419.79607,
72569.01268,
72718.2293,
72867.44591,
73016.66252,
73165.87913,
73315.09575,
73464.31236,
73613.52897,
73762.74559,
73911.9622,
74061.17881,
74210.39542,
74359.61204,
74508.82865,
74658.04526,
74807.26188,
74956.47849,
75105.6951,
75254.91171,
75404.12833,
75553.34494,
75702.56155,
75851.77816,
76000.99478,
76150.21139,
76299.428,
76448.64462,
76597.86123,
76747.07784,
76896.29445,
77045.51107,
77194.72768,
77343.94429,
77493.16091,
77642.37752,
77791.59413,
77940.81074,
78090.02736,
78239.24397,
78388.46058,
78537.67719,
78686.89381,
78836.11042,
78985.32703,
79134.54365,
79283.76026,
79432.97687,
79582.19348,
79731.4101,
79880.62671,
80029.84332,
80179.05994,
80328.27655,
80477.49316,
80626.70977,
80775.92639,
80925.143,
81074.35961,
81223.57622,
81372.79284,
81522.00945,
81671.22606,
81820.44268,
81969.65929,
82118.8759,
82268.09251,
82417.30913,
82566.52574,
82715.74235,
82864.95897,
83014.17558,
83163.39219,
83312.6088,
83461.82542,
83611.04203,
83760.25864,
83909.47525,
84058.69187,
84207.90848,
84357.12509,
84506.34171,
84655.55832,
84804.77493,
84953.99154,
85103.20816,
85252.42477,
85401.64138,
85550.858,
85700.07461,
85849.29122,
85998.50783,
86147.72445,
86296.94106,
86446.15767,
86595.37429,
86744.5909,
86893.80751,
87043.02412,
87192.24074,
87341.45735,
87490.67396,
87639.89057,
87789.10719,
87938.3238,
88087.54041,
88236.75703,
88385.97364,
88535.19025,
88684.40686,
88833.62348,
88982.84009,
89132.0567,
