#VALUE!,
#REF!,#REF!
0,
11638.8958,
11887.59015,
14523.75031,
14672.96692,
14822.18354,
14971.40015,
15120.61676,
15269.83337,
15419.04999,
15568.2666,
15717.48321,
15866.69983,
16015.91644,
16165.13305,
16314.34966,
16463.56628,
16612.78289,
16761.9995,
16911.21612,
17060.43273,
17209.64934,
17358.86595,
17508.08257,
17657.29918,
17806.51579,
17955.7324,
18104.94902,
18254.16563,
18403.38224,
18552.59886,
18701.81547,
18851.03208,
19000.24869,
19149.46531,
19298.68192,
19447.89853,
19597.11515,
19746.33176,
19895.54837,
20044.76498,
20193.9816,
20343.19821,
20492.41482,
20641.63143,
20790.84805,
20940.06466,
21089.28127,
21238.49789,
21387.7145,
21536.93111,
21686.14772,
21835.36434,
21984.58095,
22133.79756,
22283.01418,
22432.23079,
22581.4474,
22730.66401,
22879.88063,
23029.09724,
23178.31385,
23327.53047,
23476.74708,
23625.96369,
23775.1803,
23924.39692,
24073.61353,
24222.83014,
24372.04675,
24521.26337,
24670.47998,
24819.69659,
24968.91321,
25118.12982,
25267.34643,
25416.56304,
25565.77966,
25714.99627,
25864.21288,
26013.4295,
26162.64611,
26311.86272,
26461.07933,
26610.29595,
26759.51256,
26908.72917,
27057.94578,
27207.1624,
27356.37901,
27505.59562,
27654.81224,
27804.02885,
27953.24546,
28102.46207,
28251.67869,
28400.8953,
28550.11191,
28699.32853,
28848.54514,
28997.76175,
29146.97836,
29296.19498,
29445.41159,
29594.6282,
29743.84481,
29893.06143,
30042.27804,
30191.49465,
30340.71127,
30489.92788,
30639.14449,
30788.3611,
30937.57772,
31086.79433,
31236.01094,
31385.22756,
31534.44417,
31683.66078,
31832.87739,
31982.09401,
32131.31062,
32280.52723,
32429.74384,
32578.96046,
32728.17707,
32877.39368,
33026.6103,
33175.82691,
33325.04352,
33474.26013,
33623.47675,
33772.69336,
33921.90997,
34071.12659,
34220.3432,
34369.55981,
34518.77642,
34667.99304,
34817.20965,
34966.42626,
35115.64287,
35264.85949,
35414.0761,
35563.29271,
35712.50933,
35861.72594,
36010.94255,
36160.15916,
36309.37578,
36458.59239,
36607.809,
36757.02562,
36906.24223,
37055.45884,
37204.67545,
37353.89207,
37503.10868,
37652.32529,
37801.5419,
37950.75852,
38099.97513,
38249.19174,
38398.40836,
38547.62497,
38696.84158,
38846.05819,
38995.27481,
39144.49142,
39293.70803,
39442.92465,
39592.14126,
39741.35787,
39890.57448,
40039.7911,
40189.00771,
40338.22432,
40487.44094,
40636.65755,
40785.87416,
40935.09077,
41084.30739,
41233.524,
41382.74061,
41531.95722,
41681.17384,
41830.39045,
41979.60706,
42128.82368,
42278.04029,
42427.2569,
42576.47351,
42725.69013,
42874.90674,
43024.12335,
43173.33997,
43322.55658,
43471.77319,
43620.9898,
43770.20642,
43919.42303,
44068.63964,
44217.85625,
44367.07287,
44516.28948,
44665.50609,
44814.72271,
44963.93932,
45113.15593,
45262.37254,
45411.58916,
45560.80577,
45710.02238,
45859.239,
46008.45561,
46157.67222,
46306.88883,
46456.10545,
46605.32206,
46754.53867,
46903.75528,
47052.9719,
47202.18851,
47351.40512,
47500.62174,
47649.83835,
47799.05496,
47948.27157,
48097.48819,
48246.7048,
48395.92141,
48545.13803,
48694.35464,
48843.57125,
48992.78786,
49142.00448,
49291.22109,
49440.4377,
49589.65431,
49738.87093,
49888.08754,
50037.30415,
50186.52077,
50335.73738,
50484.95399,
50634.1706,
50783.38722,
50932.60383,
51081.82044,
51231.03706,
51380.25367,
51529.47028,
51678.68689,
51827.90351,
51977.12012,
52126.33673,
52275.55334,
52424.76996,
52573.98657,
52723.20318,
52872.4198,
53021.63641,
53170.85302,
53320.06963,
53469.28625,
53618.50286,
53767.71947,
53916.93609,
54066.1527,
54215.36931,
54364.58592,
54513.80254,
54663.01915,
54812.23576,
54961.45238,
55110.66899,
55259.8856,
55409.10221,
55558.31883,
55707.53544,
55856.75205,
56005.96866,
56155.18528,
56304.40189,
56453.6185,
56602.83512,
56752.05173,
56901.26834,
57050.48495,
57199.70157,
57498.13479,
57647.35141,
57796.56802,
57945.78463,
58095.00124,
58244.21786,
58393.43447,
58542.65108,
58691.86769,
58841.08431,
58990.30092,
59139.51753,
59288.73415,
59437.95076,
